gender|SeniorCitizen|Partner|Dependents|tenure|PhoneService|MultipleLines|InternetService|OnlineSecurity|OnlineBackup|DeviceProtection|TechSupport|StreamingTV|StreamingMovies|Contract|PaperlessBilling|PaymentMethod|MonthlyCharges|TotalCharges|Churn|PaymentMethods|tenures|Contracts|MultipleLiness|Partners|Dependentss|PhoneServices|InternetServices|OnlineSecuritys|OnlineBackups|DeviceProtections|TechSupports|StreamingTVs|StreamingMoviess|PaperlessBillings|churned|SeniorCitizens|MonthlyChargess|TotalChargess
Female|0.0|Yes|No|72.0|Yes|Yes|Fiber optic|Yes|No|Yes|No|Yes|Yes|Two year|Yes|Electronic check|105.5|7544.0|No|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|308.0|5411.0
Male|0.0|Yes|Yes|59.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Mailed check|19.85|1188.25|No|1.0|66.0|1.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|1.0|4324.0
Male|1.0|Yes|No|7.0|Yes|No|Fiber optic|No|No|No|No|Yes|Yes|Month-to-month|Yes|Electronic check|89.5|676.7|Yes|0.0|7.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|357.0|5055.0
Female|0.0|No|No|1.0|Yes|No|DSL|No|No|Yes|Yes|Yes|Yes|One year|No|Credit card (automatic)|74.1|74.1|No|3.0|0.0|2.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|335.0|2039.0
Female|0.0|Yes|Yes|30.0|Yes|Yes|Fiber optic|No|Yes|Yes|Yes|Yes|Yes|Month-to-month|Yes|Electronic check|107.5|3242.5|No|0.0|40.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|689.0|1583.0
Male|0.0|No|No|64.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Mailed check|19.55|1240.15|No|1.0|30.0|1.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|8.0|410.0
Male|0.0|No|No|63.0|Yes|Yes|DSL|Yes|Yes|Yes|Yes|No|No|One year|No|Bank transfer (automatic)|68.8|4111.35|No|2.0|39.0|2.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|1362.0|448.0
Male|1.0|Yes|No|72.0|Yes|Yes|DSL|Yes|Yes|Yes|No|Yes|Yes|Two year|No|Credit card (automatic)|84.45|5899.85|No|3.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|130.0|5780.0
Male|0.0|Yes|No|8.0|Yes|No|Fiber optic|Yes|No|No|No|No|No|Month-to-month|No|Electronic check|75.0|632.95|Yes|0.0|8.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|189.0|6051.0
Female|0.0|No|No|62.0|Yes|Yes|DSL|No|Yes|Yes|Yes|Yes|Yes|Two year|No|Bank transfer (automatic)|84.5|5193.2|No|2.0|46.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|143.0|4951.0
Male|0.0|Yes|Yes|67.0|Yes|Yes|Fiber optic|No|Yes|Yes|Yes|Yes|Yes|Two year|Yes|Bank transfer (automatic)|111.2|7530.8|No|2.0|18.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|1143.0|2626.0
Male|0.0|No|No|6.0|Yes|No|DSL|No|No|No|No|No|No|Month-to-month|No|Electronic check|44.75|270.95|Yes|0.0|13.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|479.0|4006.0
Female|0.0|Yes|Yes|70.0|Yes|Yes|DSL|Yes|No|No|Yes|Yes|Yes|Two year|Yes|Bank transfer (automatic)|80.6|5460.2|No|2.0|9.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|83.0|4496.0
Female|1.0|No|No|20.0|Yes|No|Fiber optic|No|No|No|No|Yes|No|Month-to-month|No|Bank transfer (automatic)|80.7|1614.2|No|2.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|206.0|1759.0
Female|0.0|No|No|5.0|Yes|Yes|Fiber optic|No|No|No|No|No|No|Month-to-month|No|Electronic check|75.6|402.5|No|0.0|6.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|428.0|2034.0
Female|0.0|Yes|Yes|24.0|No|No phone service|DSL|Yes|Yes|Yes|No|Yes|Yes|One year|No|Electronic check|57.6|1367.75|No|0.0|21.0|2.0|2.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|0.0|0.0|1507.0|1996.0
Female|0.0|Yes|No|11.0|Yes|No|DSL|No|No|No|No|No|No|Month-to-month|Yes|Electronic check|44.05|483.7|Yes|0.0|17.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|582.0|6033.0
Male|0.0|Yes|No|72.0|Yes|Yes|Fiber optic|No|Yes|Yes|Yes|Yes|Yes|Two year|Yes|Credit card (automatic)|110.6|7962.2|No|3.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|808.0|4097.0
Female|0.0|Yes|Yes|66.0|Yes|No|DSL|Yes|Yes|No|Yes|No|No|Two year|Yes|Credit card (automatic)|58.2|3810.8|No|3.0|23.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|793.0|2022.0
Female|0.0|Yes|Yes|45.0|Yes|No|DSL|Yes|No|Yes|Yes|Yes|Yes|Two year|Yes|Mailed check|81.0|3533.6|No|1.0|65.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|35.0|114.0
Female|0.0|Yes|Yes|69.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Bank transfer (automatic)|19.7|1396.9|No|2.0|20.0|1.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|6.0|3233.0
Male|1.0|Yes|No|15.0|Yes|Yes|Fiber optic|No|No|No|No|No|Yes|Month-to-month|Yes|Bank transfer (automatic)|85.6|1345.55|Yes|2.0|16.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|500.0|4383.0
Female|0.0|No|No|28.0|Yes|No|DSL|No|No|Yes|No|Yes|No|Month-to-month|Yes|Bank transfer (automatic)|59.55|1646.45|No|2.0|68.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|506.0|1280.0
Female|0.0|No|No|70.0|Yes|Yes|Fiber optic|Yes|Yes|Yes|Yes|Yes|Yes|One year|No|Credit card (automatic)|115.55|8127.6|Yes|3.0|9.0|2.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|694.0|1563.0
Female|0.0|No|No|36.0|Yes|No|DSL|Yes|Yes|Yes|Yes|No|Yes|One year|Yes|Mailed check|75.55|2680.15|No|1.0|71.0|2.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|169.0|5522.0
Male|1.0|No|No|16.0|Yes|Yes|Fiber optic|No|No|No|No|Yes|No|Month-to-month|Yes|Electronic check|86.6|1281.0|Yes|0.0|27.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|777.0|2835.0
Female|0.0|No|No|18.0|Yes|Yes|Fiber optic|No|No|No|No|Yes|No|Month-to-month|Yes|Electronic check|85.2|1553.9|Yes|0.0|19.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|148.0|640.0
Female|0.0|Yes|No|34.0|Yes|Yes|Fiber optic|No|No|No|No|Yes|Yes|Month-to-month|Yes|Electronic check|97.65|3207.55|Yes|0.0|54.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|680.0|1528.0
Male|0.0|Yes|Yes|42.0|No|No phone service|DSL|No|Yes|Yes|No|No|Yes|One year|Yes|Credit card (automatic)|45.1|2049.05|No|3.0|58.0|2.0|2.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|595.0|659.0
Male|0.0|No|No|48.0|Yes|Yes|DSL|Yes|No|No|Yes|No|Yes|One year|Yes|Bank transfer (automatic)|70.95|3629.2|No|2.0|60.0|2.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|374.0|6316.0
Male|0.0|Yes|No|47.0|Yes|Yes|Fiber optic|No|Yes|Yes|Yes|Yes|Yes|Month-to-month|Yes|Electronic check|109.55|5124.55|Yes|0.0|48.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|0.0|244.0|5618.0
Female|0.0|Yes|Yes|39.0|Yes|Yes|Fiber optic|No|Yes|Yes|Yes|No|No|One year|Yes|Electronic check|89.55|3474.45|Yes|0.0|69.0|2.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|52.0|3630.0
Female|0.0|Yes|Yes|11.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Credit card (automatic)|20.9|202.3|No|3.0|17.0|1.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|88.0|260.0
Male|0.0|No|No|7.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|Yes|Mailed check|19.95|147.5|No|1.0|7.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|2.0|6054.0
Female|0.0|No|No|3.0|Yes|Yes|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|24.6|86.35|No|1.0|3.0|0.0|1.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|138.0|5669.0
Male|0.0|No|No|8.0|Yes|No|DSL|Yes|No|Yes|No|No|Yes|Month-to-month|Yes|Electronic check|66.7|579.0|No|0.0|8.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|937.0|919.0
Male|0.0|No|Yes|1.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|Yes|Mailed check|19.45|19.45|Yes|1.0|0.0|0.0|0.0|0.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|1.0|0.0|21.0|8.0
Male|0.0|Yes|Yes|32.0|Yes|No|Fiber optic|Yes|Yes|Yes|No|No|Yes|One year|No|Mailed check|94.8|3131.55|No|1.0|47.0|2.0|0.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|185.0|5193.0
Male|0.0|Yes|Yes|60.0|Yes|No|DSL|Yes|Yes|Yes|Yes|No|No|One year|Yes|Bank transfer (automatic)|65.85|3928.3|No|2.0|33.0|2.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|784.0|4574.0
Female|0.0|Yes|No|10.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|Yes|Bank transfer (automatic)|19.95|187.75|No|2.0|12.0|0.0|0.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|2.0|1131.0
Female|0.0|Yes|No|71.0|Yes|Yes|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|Yes|Bank transfer (automatic)|24.65|1710.15|No|2.0|5.0|1.0|1.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|207.0|6078.0
Female|0.0|Yes|Yes|4.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|20.35|76.35|Yes|1.0|4.0|0.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|1.0|0.0|12.0|176.0
Female|1.0|No|No|1.0|Yes|No|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Electronic check|69.25|69.25|Yes|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|536.0|71.0
Female|0.0|Yes|Yes|43.0|No|No phone service|DSL|Yes|Yes|No|Yes|Yes|No|One year|Yes|Bank transfer (automatic)|51.25|2151.6|No|2.0|57.0|2.0|2.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|706.0|130.0
Male|0.0|Yes|No|59.0|Yes|Yes|Fiber optic|No|No|Yes|No|Yes|Yes|One year|Yes|Bank transfer (automatic)|99.5|5961.1|Yes|2.0|66.0|2.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|108.0|5278.0
Female|0.0|Yes|No|23.0|Yes|No|DSL|No|No|Yes|Yes|No|No|Month-to-month|No|Electronic check|54.25|1221.55|No|0.0|26.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|518.0|5356.0
Female|0.0|Yes|No|72.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Bank transfer (automatic)|19.4|1496.45|No|2.0|1.0|1.0|0.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|17.0|1446.0
Male|0.0|Yes|No|22.0|Yes|No|DSL|Yes|No|No|Yes|No|No|One year|Yes|Credit card (automatic)|56.25|1292.2|No|3.0|22.0|2.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|232.0|1778.0
Female|0.0|No|No|1.0|No|No phone service|DSL|No|No|No|No|No|No|Month-to-month|Yes|Mailed check|25.15|25.15|No|1.0|0.0|0.0|2.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|44.0|272.0
Male|0.0|No|No|69.0|Yes|Yes|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Bank transfer (automatic)|23.95|1713.1|No|2.0|20.0|1.0|1.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|543.0|6177.0
Male|0.0|No|No|50.0|No|No phone service|DSL|Yes|No|No|Yes|No|No|One year|Yes|Mailed check|35.4|1748.9|No|1.0|49.0|2.0|2.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|492.0|990.0
Female|1.0|No|No|1.0|No|No phone service|DSL|No|No|No|No|No|No|Month-to-month|Yes|Electronic check|25.2|25.2|Yes|0.0|0.0|0.0|2.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|98.0|231.0
Male|0.0|No|No|2.0|Yes|No|DSL|No|No|No|No|No|No|Month-to-month|Yes|Mailed check|45.0|96.45|Yes|1.0|2.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|68.0|4374.0
Female|0.0|Yes|No|15.0|Yes|No|Fiber optic|No|Yes|No|No|No|No|Month-to-month|No|Bank transfer (automatic)|75.35|1114.55|No|2.0|16.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|47.0|955.0
Male|0.0|No|No|31.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Bank transfer (automatic)|20.4|609.1|No|2.0|59.0|1.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|19.0|4461.0
Male|0.0|No|No|1.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|20.15|20.15|Yes|1.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|1.0|0.0|7.0|7.0
Male|0.0|Yes|No|66.0|Yes|Yes|Fiber optic|No|Yes|Yes|No|Yes|Yes|Month-to-month|Yes|Credit card (automatic)|105.0|7133.25|Yes|3.0|23.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|215.0|3130.0
Female|0.0|Yes|Yes|0.0|No|No phone service|DSL|Yes|Yes|Yes|Yes|Yes|No|Two year|No|Credit card (automatic)|56.05|""|No|3.0|72.0|1.0|2.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|0.0|0.0|810.0|6530.0
Male|0.0|No|Yes|3.0|Yes|No|DSL|No|No|No|No|Yes|No|Month-to-month|Yes|Credit card (automatic)|54.7|169.45|Yes|3.0|3.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|892.0|393.0
Female|0.0|No|No|8.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|No|Mailed check|20.0|141.6|No|1.0|8.0|1.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|4.0|772.0
Male|0.0|Yes|Yes|64.0|Yes|No|DSL|Yes|No|Yes|No|Yes|Yes|One year|Yes|Credit card (automatic)|73.05|4688.65|No|3.0|30.0|2.0|0.0|1.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|962.0|1329.0
Female|0.0|Yes|No|28.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|No|Mailed check|20.5|563.05|No|1.0|68.0|0.0|0.0|1.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|1.0|0.0|0.0|20.0|3075.0
Female|0.0|Yes|No|57.0|Yes|Yes|Fiber optic|No|No|Yes|No|Yes|Yes|One year|Yes|Credit card (automatic)|100.75|5985.0|No|3.0|55.0|2.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|236.0|6421.0
Female|0.0|Yes|Yes|14.0|Yes|Yes|Fiber optic|No|No|Yes|No|No|Yes|Month-to-month|Yes|Electronic check|87.25|1258.6|Yes|0.0|35.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|904.0|6253.0
Male|0.0|No|No|19.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|Yes|Mailed check|19.95|373.5|No|1.0|38.0|1.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|2.0|2031.0
Male|0.0|Yes|No|10.0|Yes|No|Fiber optic|No|No|No|No|Yes|No|Month-to-month|Yes|Electronic check|79.95|857.2|Yes|0.0|12.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|151.0|5118.0
Female|0.0|Yes|No|51.0|No|No phone service|DSL|No|Yes|No|No|Yes|Yes|Month-to-month|Yes|Electronic check|49.65|2553.35|No|0.0|51.0|0.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|442.0|3412.0
Female|0.0|Yes|No|67.0|Yes|Yes|DSL|Yes|Yes|Yes|No|No|No|Two year|No|Mailed check|65.65|4322.85|No|1.0|18.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|441.0|3234.0
Male|0.0|Yes|Yes|11.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|Yes|Electronic check|20.45|250.8|No|0.0|17.0|0.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|18.0|683.0
Male|0.0|Yes|Yes|72.0|No|No phone service|DSL|Yes|No|Yes|Yes|Yes|Yes|Two year|No|Bank transfer (automatic)|60.95|4549.05|No|2.0|1.0|1.0|2.0|1.0|1.0|1.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|662.0|5054.0
Male|0.0|Yes|Yes|66.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|One year|Yes|Electronic check|20.35|1359.5|No|0.0|23.0|2.0|0.0|1.0|1.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|12.0|541.0
Female|0.0|No|No|18.0|Yes|Yes|Fiber optic|No|No|No|Yes|Yes|No|Month-to-month|Yes|Electronic check|88.35|1639.3|Yes|0.0|19.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|604.0|5226.0
Female|0.0|No|No|9.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Month-to-month|Yes|Electronic check|19.5|178.85|No|0.0|10.0|0.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|16.0|798.0
Female|0.0|No|No|9.0|Yes|Yes|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Credit card (automatic)|75.2|633.85|No|3.0|10.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|155.0|1376.0
Male|0.0|Yes|No|48.0|Yes|Yes|Fiber optic|Yes|Yes|Yes|No|Yes|Yes|Month-to-month|Yes|Bank transfer (automatic)|111.45|5315.1|No|2.0|60.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|1166.0|4704.0
Male|0.0|No|No|10.0|Yes|No|Fiber optic|No|No|No|No|No|No|Month-to-month|No|Mailed check|70.15|735.5|No|1.0|12.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|42.0|3161.0
Female|0.0|No|No|9.0|Yes|Yes|Fiber optic|No|No|No|No|Yes|Yes|Month-to-month|Yes|Electronic check|94.75|889.9|Yes|0.0|10.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|0.0|128.0|778.0
Female|1.0|No|No|13.0|Yes|Yes|Fiber optic|No|No|No|No|Yes|Yes|Month-to-month|Yes|Electronic check|95.05|1290.0|Yes|0.0|14.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|504.0|5167.0
Male|0.0|No|No|4.0|Yes|Yes|Fiber optic|No|Yes|No|No|No|No|Month-to-month|No|Electronic check|78.45|330.05|Yes|0.0|4.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|272.0|5773.0
Male|0.0|No|No|4.0|Yes|No|Fiber optic|No|No|No|No|No|No|Month-to-month|Yes|Electronic check|70.2|237.95|Yes|0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|158.0|4221.0
Female|0.0|Yes|No|72.0|Yes|Yes|DSL|Yes|Yes|Yes|Yes|Yes|Yes|Two year|No|Bank transfer (automatic)|92.0|6474.4|No|2.0|1.0|1.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|454.0|5306.0
Female|0.0|Yes|Yes|51.0|Yes|No|DSL|Yes|Yes|Yes|Yes|Yes|Yes|Two year|No|Credit card (automatic)|85.5|4421.95|No|3.0|51.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|1.0|0.0|0.0|456.0|2241.0
Male|0.0|Yes|No|59.0|No|No phone service|DSL|No|Yes|No|No|No|Yes|Month-to-month|Yes|Bank transfer (automatic)|41.05|2452.7|Yes|2.0|66.0|0.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1323.0|4409.0
Male|0.0|Yes|No|10.0|Yes|Yes|Fiber optic|No|No|No|No|Yes|No|Month-to-month|Yes|Electronic check|85.6|813.85|Yes|0.0|12.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|500.0|1948.0
Male|1.0|Yes|No|61.0|Yes|Yes|Fiber optic|No|Yes|No|No|No|No|Month-to-month|Yes|Electronic check|82.15|4904.85|No|0.0|36.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1016.0|1929.0
Male|0.0|No|No|54.0|Yes|No|Fiber optic|Yes|No|Yes|Yes|No|No|One year|No|Electronic check|84.4|4484.05|No|0.0|50.0|2.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|0.0|184.0|2249.0
Female|0.0|No|No|33.0|Yes|Yes|DSL|Yes|Yes|No|No|No|No|Month-to-month|Yes|Mailed check|60.9|2033.85|No|1.0|62.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|528.0|3496.0
Female|0.0|No|No|27.0|Yes|No|No|No internet service|No internet service|No internet service|No internet service|No internet service|No internet service|Two year|Yes|Bank transfer (automatic)|20.25|538.2|No|2.0|41.0|1.0|0.0|0.0|0.0|0.0|2.0|2.0|2.0|2.0|2.0|2.0|2.0|0.0|0.0|0.0|10.0|746.0
Female|1.0|No|No|1.0|Yes|No|Fiber optic|No|No|No|No|Yes|No|Month-to-month|Yes|Electronic check|79.2|79.2|Yes|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|45.0|5956.0
